Scientific,Finance,Entertainment
0.0,0.3369662315962842,0.3254069610422496
0.3431010915302618,0.3468899963752291,0.3279765968389653
0.3248372922223178,0.0,0.3389171994908763
0.33388585975945567,0.3254069610422496,0.0
0.3322687378418222,0.32937053518036524,0.0
0.32596071575561675,0.3354263621743083,0.3418496136358908
0.3369098655840495,0.0,0.33409064722044507
0.0,0.0,0.3415829952364327
0.0,0.34494345437029944,0.33829996257844236
0.3289883923401186,0.0,0.0
